date,sentiment
20101007,0
20101008,0
20101009,0
20101010,0
20101011,0
20101012,0
20101013,0
20101014,0
20101015,0
20101016,0
20101017,0
20101018,0
20101019,0
20101020,0
20101021,0
20101022,0
20101023,0
20101024,0
20101025,0
20101026,0
20101027,0
20101028,0
20101029,0
20101030,0
20101031,0
20101101,0
20101102,0
20101103,0
20101104,0
20101105,0
20101106,0
20101107,0
20101108,0
20101109,0
20101110,0
20101111,0
20101112,0
20101113,0
20101114,0
20101115,0
20101116,0
20101117,0
20101118,0
20101119,0
20101120,0
20101121,0
20101122,0
20101123,0
20101124,0
20101125,0
20101126,0
20101127,0
20101128,0
20101129,0
20101130,0
20101201,0
20101202,0
20101203,0
20101204,0
20101205,0
20101206,0
20101207,0
20101208,0
20101209,0
20101210,0
20101211,0
20101212,0
20101213,0
20101214,0
20101215,0
20101216,0
20101217,0
20101218,0
20101219,0
20101220,0
20101221,0
20101222,0
20101223,0
20101224,0
20101225,0
20101226,0
20101227,0
20101228,0
20101229,0
20101230,0
20101231,0
20110101,0
20110102,0
20110103,0
20110104,0
20110105,0
20110106,0
20110107,0
20110108,0
20110109,0
20110110,0
20110111,0
20110112,0
20110113,0
20110114,0
20110115,0
20110116,0
20110117,0
20110118,0
20110119,0
20110120,0
20110121,0
20110122,0
20110123,0
20110124,0
20110125,0
20110126,0
20110127,0
20110128,0
20110129,0
20110130,0
20110131,0
20110201,0
20110202,0
20110203,0
20110204,0
20110205,0
20110206,0
20110207,0
20110208,0
20110209,0
20110210,0
20110211,0
20110212,0
20110213,0
20110214,0
20110215,0
20110216,0
20110217,0
20110218,0
20110219,0
20110220,0
20110221,0
20110222,0
20110223,0
20110224,0
20110225,0
20110226,0
20110227,0
20110228,0
20110301,0
20110302,0
20110303,0
20110304,0
20110305,0
20110306,0
20110307,0
20110308,0
20110309,0
20110310,0
20110311,0
20110312,0
20110313,0
20110314,0
20110315,0
20110316,0
20110317,0
20110318,0
20110319,0
20110320,0
20110321,0
20110322,0
20110323,0
20110324,0
20110325,0
20110326,0
20110327,0
20110328,0
20110329,0
20110330,0
20110331,0
20110401,0
20110402,0
20110403,0
20110404,0
20110405,0
20110406,0
20110407,0
20110408,0
20110409,0
20110410,0
20110411,0
20110412,0
20110413,0
20110414,0
20110415,0
20110416,0
20110417,0
20110418,0
20110419,0
20110420,0
20110421,0
20110422,0
20110423,0
20110424,0
20110425,0
20110426,0
20110427,0
20110428,0
20110429,0
20110430,0
20110501,0
20110502,0
20110503,0
20110504,0
20110505,0
20110506,0
20110507,0
20110508,0
20110509,0
20110510,0
20110511,0
20110512,0
20110513,0
20110514,0
20110515,0
20110516,0
20110517,0
20110518,0
20110519,0
20110520,0
20110521,0
20110522,0
20110523,0
20110524,0
20110525,0
20110526,0
20110527,0
20110528,0
20110529,0
20110530,0
20110531,0
20110601,0
20110602,0
20110603,0
20110604,0
20110605,0
20110606,0
20110607,0
20110608,0
20110609,0
20110610,0
20110611,0
20110612,0
20110613,0
20110614,0
20110615,0
20110616,0
20110617,0
20110618,0
20110619,0
20110620,0
20110621,0
20110622,0
20110623,0
20110624,0
20110625,0
20110626,0
20110627,0
20110628,0
20110629,0
20110630,0
20110701,0
20110702,0
20110703,0
20110704,0
20110705,0
20110706,0
20110707,0
20110708,0
20110709,0
20110710,0
20110711,1
20110712,0
20110713,0
20110714,0
20110715,0
20110716,0
20110717,0
20110718,0
20110719,0
20110720,0
20110721,0
20110722,0
20110723,0
20110724,0
20110725,0
20110726,0
20110727,0
20110728,0
20110729,0
20110730,0
20110731,0
20110801,0
20110802,0
20110803,0
20110804,0
20110805,0
20110806,0
20110807,0
20110808,0
20110809,0
20110810,0
20110811,0
20110812,0
20110813,0
20110814,0
20110815,0
20110816,0
20110817,0
20110818,0
20110819,0
20110820,0
20110821,0
20110822,0
20110823,0
20110824,0
20110825,0
20110826,0
20110827,0
20110828,0
20110829,0
20110830,0
20110831,0.8
20110901,0.3
20110902,0
20110903,0
20110904,1
20110905,0
20110906,0
20110907,0
20110908,0
20110909,0
20110910,0
20110911,0
20110912,0
20110913,0
20110914,0.662954545
20110915,-0.089285714
20110916,0
20110917,0
20110918,0
20110919,0
20110920,0
20110921,1.0125
20110922,0
20110923,0
20110924,0
20110925,0
20110926,0
20110927,0
20110928,0
20110929,0
20110930,0
20111001,0
20111002,0
20111003,0
20111004,0
20111005,0
20111006,0
20111007,0
20111008,0
20111009,0
20111010,0
20111011,0
20111012,0
20111013,0
20111014,0
20111015,0
20111016,0
20111017,0.4
20111018,0
20111019,0
20111020,0
20111021,0
20111022,0
20111023,0
20111024,0
20111025,0
20111026,0.1
20111027,0
20111028,0
20111029,0
20111030,0
20111031,0
20111101,0
20111102,0
20111103,0
20111104,0
20111105,0
20111106,0.5
20111107,0
20111108,0.6
20111109,0
20111110,0
20111111,0
20111112,0
20111113,0
20111114,0
20111115,0
20111116,0
20111117,0
20111118,0
20111119,0
20111120,0
20111121,0
20111122,0
20111123,0.5
20111124,0
20111125,0.98
20111126,2.247222222
20111127,0
20111128,0
20111129,0.3
20111130,0
20111201,0
20111202,0.125
20111203,1.05
20111204,0
20111205,0.675
20111206,0
20111207,0.1
20111208,0
20111209,0
20111210,0
20111211,0
20111212,0
20111213,0
20111214,0
20111215,0
20111216,0
20111217,0.6
20111218,0
20111219,0
20111220,-0.083333333
20111221,0.318181818
20111222,0
20111223,0
20111224,0
20111225,0
20111226,0
20111227,0
20111228,0
20111229,0
20111230,0.136363636
20111231,0.3
20120101,-0.208333333
20120102,1
20120103,0
20120104,0
20120105,0
20120106,0
20120107,0
20120108,0
20120109,0
20120110,0
20120111,0
20120112,0.46875
20120113,0
20120114,0
20120115,0
20120116,0
20120117,0.1703125
20120118,0
20120119,0
20120120,0
20120121,0
20120122,0
20120123,0.375
20120124,0
20120125,0.6625
20120126,0
20120127,0
20120128,0.166666667
20120129,0.136363636
20120130,0.433333333
20120131,0
20120201,0
20120202,0
20120203,0.5
20120204,0
20120205,0
20120206,0
20120207,0
20120208,0
20120209,0
20120210,0.772727273
20120211,0
20120212,0
20120213,0.2875
20120214,0
20120215,-0.155555556
20120216,0.002777778
20120217,0.933333333
20120218,0
20120219,0
20120220,0
20120221,0.541666667
20120222,1.616666667
20120223,-0.0625
20120224,0.566666667
20120225,0
20120226,0.25
20120227,0.2
20120228,0.818181818
20120229,0
20120301,0.5
20120302,0.116071429
20120303,-0.066666667
20120304,0.325
20120305,0
20120306,0.936363636
20120307,0
20120308,0
20120309,0.375
20120310,0
20120311,0
20120312,0.3125
20120313,0
20120314,-0.4
20120315,0
20120316,0
20120317,0.633333333
20120318,0
20120319,0
20120320,0
20120321,1.136363636
20120322,0
20120323,0
20120324,0
20120325,0
20120326,0
20120327,0
20120328,0.3125
20120329,0
20120330,0.0625
20120331,0.35
20120401,0
20120402,0.486363636
20120403,0
20120404,0.125
20120405,0.236363636
20120406,0
20120407,1.523863636
20120408,0.796363636
20120409,0.25
20120410,0
20120411,0
20120412,0.5
20120413,0
20120414,-0.125
20120415,0
20120416,0
20120417,0
20120418,-0.166666667
20120419,0
20120420,0
20120421,0.136363636
20120422,0.3
20120423,0
20120424,-0.125
20120425,0.136363636
20120426,0.175
20120427,1.568939394
20120428,0
20120429,0.316666667
20120430,0
20120501,0.9125
20120502,0.508333333
20120503,0.433333333
20120504,0
20120505,0.5
20120506,-0.091666667
20120507,0.5
20120508,1.125
20120509,2.282724567
20120510,0
20120511,0
20120512,0.004166667
20120513,-0.066369048
20120514,0
20120515,0.107142857
20120516,0.4
20120517,0.15
20120518,0
20120519,0
20120520,0
20120521,-0.05
20120522,0
20120523,0.416666667
20120524,-0.4
20120525,0
20120526,0.112121212
20120527,0.3
20120528,0
20120529,1.303030303
20120530,0.418181818
20120531,0
20120601,0.26
20120602,0
20120603,0
20120604,0
20120605,1.099621212
20120606,0
20120607,0.36875
20120608,1.375694444
20120609,1.847222222
20120610,0
20120611,-0.1
20120612,0.1
20120613,0.327777778
20120614,0.4
20120615,0
20120616,0.75
20120617,0.5
20120618,0
20120619,0
20120620,0.25
20120621,0.4375
20120622,0.136363636
20120623,0.55
20120624,0
20120625,0
20120626,0.475
20120627,0
20120628,0.5
20120629,0
20120630,0
20120701,0
20120702,0.9875
20120703,0.970454545
20120704,0
20120705,0
20120706,0
20120707,-0.833333333
20120708,0
20120709,0.302777778
20120710,0.2
20120711,0.125
20120712,0.16
20120713,0.116666667
20120714,0
20120715,0.5
20120716,1.3125
20120717,0.433333333
20120718,0.308333333
20120719,0
20120720,0
20120721,0.825
20120722,0
20120723,0
20120724,1
20120725,0
20120726,1.095833333
20120727,0
20120728,0.533333333
20120729,0
20120730,0
20120731,0.2
20120801,0.333333333
20120802,0.466666667
20120803,0.95
20120804,1.352083333
20120805,0.75
20120806,1.3
20120807,0.433333333
20120808,0.816666667
20120809,0.375
20120810,0
20120811,0.2
20120812,0
20120813,0.170454545
20120814,0
20120815,0.5
20120816,0.285
20120817,0
20120818,0.65
20120819,0
20120820,0
20120821,0
20120822,0.486363636
20120823,0
20120824,0
20120825,0.133333333
20120826,0.019444444
20120827,0.153409091
20120828,0.3625
20120829,0
20120830,0
20120831,0
20120901,0
20120902,1.674358974
20120903,0
20120904,0.6
20120905,0.2
20120906,-0.145454545
20120907,1.125
20120908,-0.175
20120909,0
20120910,0.5
20120911,0
20120912,0.166666667
20120913,0.068181818
20120914,0.8
20120915,0
20120916,0.058333333
20120917,0.727777778
20120918,0
20120919,0
20120920,1.038181818
20120921,0
20120922,0.55
20120923,0
20120924,0
20120925,0
20120926,0.375
20120927,-0.225
20120928,0
20120929,0
20120930,0
20121001,-0.25
20121002,0
20121003,0.2
20121004,0.427840909
20121005,0.5
20121006,0
20121007,0.133333333
20121008,1
20121009,-0.155555556
20121010,0.181481481
20121011,1.941666667
20121012,1.291666667
20121013,0
20121014,0.068181818
20121015,-0.1
20121016,0.170454545
20121017,0
20121018,0.125
20121019,0.5
20121020,0
20121021,0.361111111
20121022,0.266666667
20121023,0
20121024,0.776785714
20121025,0.195238095
20121026,0.25
20121027,0
20121028,0
20121029,0
20121030,0
20121031,0.034090909
20121101,0.216666667
20121102,0.433333333
20121103,1
20121104,0.25
20121105,0
20121106,0.05
20121107,0
20121108,0.136363636
20121109,0
20121110,0.5
20121111,1.8
20121112,0.4
20121113,0.4
20121114,0.378787879
20121115,0.203333333
20121116,0.08125
20121117,0
20121118,0
20121119,0.936363636
20121120,-0.15
20121121,1.296666667
20121122,0
20121123,0
20121124,0
20121125,0
20121126,0
20121127,0
20121128,0.875
20121129,0.2
20121130,0
20121201,0
20121202,0.136363636
20121203,0
20121204,0.053968254
20121205,0.461363636
20121206,1.835227273
20121207,0
20121208,-0.125
20121209,0
20121210,0
20121211,1.5
20121212,0
20121213,0.136363636
20121214,0.8625
20121215,0
20121216,1.3
20121217,0
20121218,0
20121219,0
20121220,0.1
20121221,0
20121222,-0.05
20121223,-0.0125
20121224,1
20121225,0
20121226,0
20121227,0
20121228,1.5625
20121229,-0.191666667
20121230,1
20121231,0.3
20130101,0
20130102,0.136363636
20130103,0
20130104,0.214285714
20130105,0
20130106,0
20130107,-0.2
20130108,0.7
20130109,0
20130110,0
20130111,0.1
20130112,0.08
20130113,0
20130114,0.4
20130115,-0.077777778
20130116,0.354166667
20130117,0.16
20130118,-0.283333333
20130119,0.021645022
20130120,0
20130121,0
20130122,0.208333333
20130123,0.0875
20130124,-0.125
20130125,0.3875
20130126,0.25
20130127,0.25
20130128,-0.65
20130129,0
20130130,0.18125
20130131,0.7125
20130201,-0.175
20130202,0
20130203,0
20130204,1.098268398
20130205,0
20130206,0.5
20130207,0.022222222
20130208,0
20130209,0
20130210,0.4
20130211,0
20130212,0.136363636
20130213,0.25
20130214,0.625
20130215,-0.216666667
20130216,0.2
20130217,0
20130218,0
20130219,0
20130220,0.225
20130221,0
20130222,0
20130223,-0.263636364
20130224,0
20130225,0
20130226,0.5
20130227,0
20130228,0.32
20130301,0
20130302,0
20130303,0
20130304,0.425
20130305,1.636363636
20130306,0.4375
20130307,1.005681818
20130308,1.046363636
20130309,0
20130310,0
20130311,0
20130312,0.3
20130313,0
20130314,-0.2
20130315,0.05
20130316,-0.05
20130317,0.46875
20130318,0
20130319,1.7
20130320,0
20130321,1.3625
20130322,0.6
20130323,0.343181818
20130324,0.441439394
20130325,0.6875
20130326,1
20130327,-0.125
20130328,-0.063636364
20130329,0.25
20130330,0.730681818
20130331,0.208333333
20130401,0.25
20130402,0.6
20130403,0.9125
20130404,-0.025
20130405,1.259027778
20130406,0
20130407,-0.291666667
20130408,0
20130409,0
20130410,-0.06875
20130411,0.225
20130412,0.41962482
20130413,2.225
20130414,0.289285714
20130415,1.530681818
20130416,0.875
20130417,0.285714286
20130418,0.5375
20130419,0.819444444
20130420,0.383333333
20130421,0
20130422,0
20130423,0
20130424,0.95
20130425,-0.151767677
20130426,0
20130427,0
20130428,-0.155555556
20130429,0.347727273
20130430,0
20130501,-0.1
20130502,0.375
20130503,0.75
20130504,0.146590909
20130505,0
20130506,1.9
20130507,1.4175
20130508,0.1
20130509,0.35
20130510,-0.125
20130511,0.75
20130512,0.35
20130513,0.45
20130514,0.406481481
20130515,-0.0625
20130516,0
20130517,1.5
20130518,0.5
20130519,0.922222222
20130520,1.425
20130521,0.4
20130522,-0.092857143
20130523,0.785714286
20130524,-0.006818182
20130525,0.655808081
20130526,0.5
20130527,0.422222222
20130528,0.2
20130529,0.245454545
20130530,0.468181818
20130531,-0.140277778
20130601,0
20130602,0
20130603,0
20130604,-0.363636364
20130605,0.469444444
20130606,0.904924242
20130607,0.751515152
20130608,0.5
20130609,0
20130610,0.2
20130611,0.549621212
20130612,0.35
20130613,0.7625
20130614,2.193181818
20130615,0
20130616,0.522727273
20130617,1
20130618,0.236363636
20130619,0
20130620,0.050833333
20130621,0.791666667
20130622,0
20130623,0.533333333
20130624,-0.2
20130625,-0.094318182
20130626,-0.097916667
20130627,1.330952381
20130628,0.575
20130629,0.318181818
20130630,0.100649351
20130701,0
20130702,-0.11010101
20130703,-0.063636364
20130704,0.094444444
20130705,0.383333333
20130706,-0.05
20130707,0
20130708,0.903030303
20130709,0.336363636
20130710,1.11E-16
20130711,-0.3
20130712,0.918181818
20130713,0
20130714,0.203125
20130715,0.4
20130716,0.8
20130717,0.2
20130718,0.536363636
20130719,0.575
20130720,1.025
20130721,-0.155555556
20130722,0.375
20130723,0.65
20130724,1.543181818
20130725,0.95
20130726,0
20130727,0.071428571
20130728,0.136363636
20130729,-0.241666667
20130730,0.917613636
20130731,0.35
20130801,0
20130802,0
20130803,0
20130804,0
20130805,0
20130806,0
20130807,0.133333333
20130808,0.45
20130809,0
20130810,0.4
20130811,0
20130812,0.336363636
20130813,0.775
20130814,0.6
20130815,0.75
20130816,0.75
20130817,0
20130818,0
20130819,0.1
20130820,1.5
20130821,0.4
20130822,0
20130823,0.433333333
20130824,-0.083333333
20130825,-0.6
20130826,0.136363636
20130827,0
20130828,0
20130829,1.179734848
20130830,0.85
20130831,0
20130901,0.714285714
20130902,0.6
20130903,0
20130904,-0.205555556
20130905,0.53125
20130906,0.971590909
20130907,-0.083333333
20130908,0
20130909,-0.166666667
20130910,0.3
20130911,-0.041666667
20130912,0.91
20130913,0
20130914,0
20130915,0
20130916,0
20130917,1.186363636
20130918,0
20130919,0.825
20130920,0.4
20130921,0
20130922,0
20130923,0
20130924,-0.25
20130925,0.136363636
20130926,0
20130927,0
20130928,0.212121212
20130929,0.636363636
20130930,0.5
20131001,0.535714286
20131002,-0.348484848
20131003,0.05
20131004,0
20131005,0
20131006,1.391666667
20131007,0.65
20131008,0.4
20131009,0
20131010,0.125
20131011,0
20131012,0.4
20131013,0
20131014,0
20131015,0
20131016,0.7
20131017,0.3
20131018,0
20131019,1.566666667
20131020,0
20131021,0
20131022,-0.395833333
20131023,-0.05
20131024,0.433333333
20131025,0.893181818
20131026,1.69375
20131027,0
20131028,0.65
20131029,0.55
20131030,0.3
20131031,0.94469697
20131101,0.520833333
20131102,0
20131103,0
20131104,0
20131105,-0.231818182
20131106,0.05
20131107,0.933333333
20131108,0
20131109,-0.087878788
20131110,0
20131111,1.725
20131112,0.7625
20131113,0.7625
20131114,0.783333333
20131115,0
20131116,0.78125
20131117,0.90625
20131118,1.775
20131119,2.211363636
20131120,1.431818182
20131121,-0.574134199
20131122,-0.1325
20131123,0.5125
20131124,0
20131125,1.25530303
20131126,0.25
20131127,0
20131128,1
20131129,0.225
20131130,3.9125
20131201,0.875
20131202,0.55
20131203,0.3
20131204,2.240151515
20131205,0.832467532
20131206,1.803030303
20131207,0.831168831
20131208,0.586363636
20131209,0.533333333
20131210,0.252777778
20131211,1.2
20131212,1.25
20131213,1.975
20131214,0.968181818
20131215,-0.4
20131216,1.7375
20131217,0
20131218,-0.075
20131219,2.714935065
20131220,0.1
20131221,0.75
20131222,0.1
20131223,0
20131224,0
20131225,0.25
20131226,0
20131227,0
20131228,0.75
20131229,-0.213636364
20131230,-0.5
20131231,1.110227273
20140101,-0.0125
20140102,1.702272727
20140103,-0.4
20140104,0.585714286
20140105,0.685768398
20140106,0.65
20140107,0.386363636
20140108,0.714814815
20140109,0
20140110,2.065530303
20140111,0.714393939
20140112,0.484848485
20140113,0.234848485
20140114,1.625
20140115,1.47907197
20140116,1.15
20140117,0.528571429
20140118,0
20140119,-0.2625
20140120,1.255681818
20140121,0.3125
20140122,0.1
20140123,0.420454545
20140124,0.4375
20140125,-0.35625
20140126,0.045454545
20140127,-1
20140128,0.29047619
20140129,0.136363636
20140130,1.1
20140131,1.386363636
20140201,0
20140202,1.380681818
20140203,0.144444444
20140204,-0.1
20140205,0
20140206,0.85
20140207,1.341666667
20140208,0.004166667
20140209,0
20140210,0
20140211,1.1875
20140212,0.493181818
20140213,0
20140214,1.114141414
20140215,-0.35
20140216,0.170454545
20140217,0.875
20140218,0
20140219,0
20140220,0.35
20140221,1.368181818
20140222,0.45
20140223,1.003030303
20140224,0
20140225,-0.25
20140226,1.077588384
20140227,0.75
20140228,0.559166667
20140301,-0.166666667
20140302,0.775
20140303,0
20140304,1.304545455
20140305,1.679166667
20140306,0.038798701
20140307,0.384722222
20140308,0
20140309,0
20140310,1.327083333
20140311,0.2375
20140312,0.65
20140313,0.136363636
20140314,-0.875
20140315,1.625
20140316,0
20140317,0.913419913
20140318,0.586363636
20140319,0.35
20140320,0
20140321,0
20140322,1.625
20140323,0
20140324,0
20140325,0.920454545
20140326,1.25
20140327,0.066666667
20140328,0.3
20140329,0.875
20140330,1.841666667
20140331,0.35
20140401,0.775
20140402,0
20140403,0
20140404,-0.05
20140405,1.6
20140406,0.7
20140407,0.0625
20140408,0.555357143
20140409,0
20140410,0.155357143
20140411,0.3
20140412,-1.145833333
20140413,0
20140414,0.975
20140415,0
20140416,0.566666667
20140417,0
20140418,0
20140419,0
20140420,0.266666667
20140421,1.866666667
20140422,0.325
20140423,1.395833333
20140424,0
20140425,0.616666667
20140426,0.1
20140427,-0.0625
20140428,0
20140429,0.85
20140430,0.661363636
20140501,0.136363636
20140502,-0.1
20140503,0
20140504,0.166666667
20140505,-0.131818182
20140506,0
20140507,0.35
20140508,-0.5
20140509,0
20140510,0.675
20140511,0
20140512,0
20140513,0
20140514,0.475
20140515,2.028712121
20140516,-0.140151515
20140517,0.880880231
20140518,0.25
20140519,2.170454545
20140520,1.3
20140521,0.25
20140522,3.261363636
20140523,3.112608225
20140524,0.193181818
20140525,0
20140526,-0.45
20140527,0
20140528,0.516666667
20140529,2.408333333
20140530,0.3
20140531,0
20140601,0.3125
20140602,0.324242424
20140603,0.775
20140604,1.3375
20140605,0.2
20140606,0.7
20140607,0.584090909
20140608,0
20140609,0.286363636
20140610,1.699621212
20140611,0.335227273
20140612,0.866666667
20140613,0.603787879
20140614,0
20140615,0
20140616,1
20140617,0
20140618,0.136363636
20140619,-0.623484848
20140620,0.170454545
20140621,0.620454545
20140622,0
20140623,-0.089772727
20140624,4.3375
20140625,1.25
20140626,0.705681818
20140627,0.734722222
20140628,0
20140629,0.125
20140630,0.2
20140701,-0.266666667
20140702,1.614285714
20140703,0.875
20140704,1.1
20140705,0.966666667
20140706,0
20140707,0.633333333
20140708,0.35
20140709,0.136363636
20140710,1.368181818
20140711,-0.15
20140712,0
20140713,1.45
20140714,0
20140715,1.725
20140716,0
20140717,0.285714286
20140718,0.285714286
20140719,0
20140720,0.723484848
20140721,0.385227273
20140722,0.75
20140723,0
20140724,0.5
20140725,0
20140726,0
20140727,0
20140728,0.512121212
20140729,0.35
20140730,0.645454545
20140731,0
20140801,0.5
20140802,0
20140803,0
20140804,0.166666667
20140805,-0.4
20140806,0
20140807,0
20140808,0.136363636
20140809,-1
20140810,-0.4
20140811,2.15
20140812,2.067676768
